序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
167,0,292099246192,1691683140,洭添桑丘小角,5,保密,啊为啥都是匿名+编号啊求解,2026-02-14 15:08:27,1,1,一个神秘的小堂厨,湖南,否,https://i0.hdslb.com/bfs/face/e37308bbc655662668c2ca1a0440a1fbe408807c.jpg,0.030333595350384712,0.9696663618087769,人类撰写
168,0,292192901744,668066371,好想看园焰本子,4,保密,太菜了 这样 你上我号练练技术吧 300发aw我请你打 打完叫我就行,2026-02-15 09:49:51,0,15,我是多么 多么希望能亲眼看到你幸福的人生,河北,否,https://i1.hdslb.com/bfs/face/ed6f6f45596f275672724cc4781625078495c049.jpg,0.03302031010389328,0.9669797420501709,人类撰写
169,0,293040493040,457602800,怪欸,6,保密,每个人都可以在b站上发布自己的视频，包括金环虎头蜂[doge],2026-02-21 17:42:27,0,5,,安徽,否,https://i2.hdslb.com/bfs/face/9edce76557bd161fdcc7ecd564a71dcdcae04703.jpg,0.48228469491004944,0.5177152752876282,人类撰写
170,0,293233625888,3632301581797942,内阁老贝炸,3,男,注意：主播之前是 Apex 猎杀,2026-02-23 07:41:07,1,2,鲁不依，鲁不屈，鲁不惑，鲁不折，鲁不仰承，鲁不放弃，鲁不依赖，即为堵桥，浮木飞弹所行之处，即为道，为堵桥之道也      ,吉林,否,https://i1.hdslb.com/bfs/face/cd1b6f97a9a4bd56ab9d59654f62ba1556a330d0.jpg,0.11833956837654114,0.8816604614257812,人类撰写
171,0,292098307504,363914327,-Huiz_,6,女,最后缴的m7是什么模版有大佬知道吗，挺好看的想整一把,2026-02-14 15:02:04,0,1,,内蒙古,是,https://i2.hdslb.com/bfs/face/eadaa85af01049800505b0c9cb41f5817118c5ce.jpg,0.012788809835910797,0.9872112274169922,人类撰写
172,0,293024067920,3546636003313905,不破丨莲华,4,保密,@黄某人huangmouren,2026-02-21 15:11:09,1,0,,山东,否,https://i0.hdslb.com/bfs/face/5598bd69d41aaf40f2a2571b66b6a4f4f76828f8.jpg,0.2197769284248352,0.7802230715751648,人类撰写
173,0,292030021088,548314030,谁都不能隔岸观火,6,男,不如狙哥不如月哥不如惹哥不如皮哥不如卡哥不如q哥不如虎哥不如悠哥[汤圆][汤圆],2026-02-14 05:54:23,0,1,,天津,是,https://i1.hdslb.com/bfs/face/d1114cfb41bee67e488d430424c19a427f6f0f06.jpg,0.09137775003910065,0.9086222648620605,人类撰写
174,0,289872634321,1536543862,菅芒花海,6,保密,三角洲行动【F8FQGFM】我今天的货商【网友张顺飞】出价【0.08】拜年币，复制口令来一起发财！-02月14日,2026-02-14 14:35:58,0,2,鸸鹋万岁,辽宁,是,https://i1.hdslb.com/bfs/face/2d745887de38613f9d77a1d92b2a1d6aae2e103a.jpg,0.336124986410141,0.6638750433921814,人类撰写
175,0,292348696240,3493146740656329,-旋风剑气-,6,保密,挂哥在天上飞看到他用这a大灭了一队后，以为是同行[笑哭],2026-02-16 12:13:37,0,31,游戏杂玩主播,上海,是,https://i0.hdslb.com/bfs/face/2091c0aab64d3f22d85bbe39294e60e4e42fe39b.jpg,0.01512114517390728,0.9848788380622864,人类撰写
176,0,292477331952,3546801894328818,RE-Command,4,保密,点的纯红护吓得跑去抢丢包了,2026-02-17 12:00:25,1,14,厥土下上上错厥贡苞茅橘柚上九潜龙勿用笑人齿缺曰狗窦大开,江苏,否,https://i0.hdslb.com/bfs/face/50a323dc65c9dee7348f0d19c7f44499766b3651.jpg,0.03047201596200466,0.9695279598236084,人类撰写
177,0,292032605440,442146448,菠萝披萨骷髅兵,6,保密,吊哥我看这机瞄充能哨兵就是好用啊,2026-02-14 06:16:36,0,20,"

",陕西,是,https://i1.hdslb.com/bfs/face/d04c44a2dab2e3f4ef2076c2e6e13090e59aa3ba.jpg,0.018012695014476776,0.9819872975349426,人类撰写
178,0,292001411872,257549609,普通的P社玩家,6,保密,主播为什么你的哨兵不能充能,2026-02-14 01:52:54,0,17,,浙江,是,https://i2.hdslb.com/bfs/face/d6fb1a80d8aef475d6b1c56fe496bd1ffeca0df1.jpg,0.08252524584531784,0.9174746870994568,人类撰写
179,0,289792573265,57958478,飞天狙jbda,6,男,吊：u1这么牛逼？我也录一个玩玩！,2026-02-14 03:30:42,0,34,盖亚~~~~~~~,贵州,是,https://i2.hdslb.com/bfs/face/ab262586a42f6aa3b39cdda0003dbde8a21cb588.jpg,0.042143382132053375,0.9578566551208496,人类撰写
180,0,289779006305,43208366,樂虎L-,6,女,抖那也发一个吧,2026-02-14 01:15:47,1,3,,福建,否,https://i2.hdslb.com/bfs/face/3bf6be1a32b7a0c869791a4e17440fade50da9fd.webp,0.021377386525273323,0.9786226153373718,人类撰写
181,0,290274717489,1507233973,贪财の灵梦,5,保密,@花笙笙笙笙_ 神也会玩蜂医，我不要求你太高，你只要绝密黑屋单人清图就行,2026-02-17 17:36:13,1,5,你点进来在看什么！,安徽,否,https://i1.hdslb.com/bfs/face/aac3d2ee5e117a55a949900f00682a060a7414e1.webp,0.016561150550842285,0.9834389090538025,人类撰写
182,0,292001156416,82444640,Yuzuriha_2,5,女,@无辜猫猫 @祈伞w @叶千楪 @风信子与向阳花 @银白白白白白,2026-02-14 01:49:42,1,1,言启延期中( ˆoˆ ),日本,否,https://i2.hdslb.com/bfs/face/753dde3c400c3f31dd33e3825d01105d0439c869.jpg,0.4310031831264496,0.5689968466758728,人类撰写
183,0,292217249216,545034923,voonoo,4,保密,玩绿裤子也就是没碰到狙哥，不然早给你治了,2026-02-15 12:55:08,0,1,,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.02015027031302452,0.9798496961593628,人类撰写
184,0,293103481040,17622846,菱纱丶Amor,6,男,最近用六套金丹AW去机密，亏不亏不说，杀起来好爽阿。跑刀那么久也得享受一下。,2026-02-22 08:09:35,0,0,梅茵 梅茵 梅茵,陕西,否,http://i0.hdslb.com/bfs/face/4272e8c46ed9abe0577fc2c2ec774fde0e1328b7.jpg,0.10319401323795319,0.8968060612678528,人类撰写
185,0,290092077809,406924164,阳光逍遥子,6,保密,该说不说apx的枪比三角洲难多了，up猎杀级别无镜a达是真的狠[doge],2026-02-16 08:58:53,0,2,,福建,是,https://i0.hdslb.com/bfs/face/91fb93f110ad626ef2cb83d389c8b3e465b449e2.jpg,0.020875560119748116,0.9791244864463806,人类撰写
186,0,290002885025,1615379950,ZM一枚,5,男,猛攻狙,2026-02-15 14:29:17,1,19,我啥也不是~有逝加v:zm13579mz24680,内蒙古,否,https://i1.hdslb.com/bfs/face/ae5893d61e41e172d9577f2e47ed4ad7cd741f3e.jpg,0.14103692770004272,0.8589630126953125,人类撰写
187,0,290302510593,87864095,哈基睦提丝,6,保密,同时接多个队那波弹幕还有人质疑思路有人教做事。那怪不得人家能清图你只能被人前后夹击打死，完事又怪运气不好天天被几队人一起打,2026-02-18 03:31:06,0,4,睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头睦头,江苏,是,https://i2.hdslb.com/bfs/face/707b3f04b3d7d0bc11cffa14d22d661e2c961e1e.jpg,0.013953532092273235,0.9860464930534363,人类撰写
188,0,289782392881,602150579,Phothemis,5,保密,在天赋面前我的装备就像一个笑话，以后只跑刀了[doge],2026-02-14 01:54:34,0,0,乘天地之正而御六气之辩,吉林,否,https://i2.hdslb.com/bfs/face/59e9fef35462c1c1b5479e6e9e3c6c61d9e2f57e.jpg,0.13148242235183716,0.8685175180435181,人类撰写
189,0,290626768721,1423834061,宇的碎片,4,保密,不对呀，你这机要特工为什么不冒光……原来是三角洲啊,2026-02-20 15:06:58,0,4,,湖南,否,https://i2.hdslb.com/bfs/face/3ed9654cf59b9911ff0ffd792f661b2505446b17.jpg,0.03074578009545803,0.969254195690155,人类撰写
190,0,289779134737,164023988,阳雨_无晴,6,男,好清晰的视频[Ave Mujica_我有话说],2026-02-14 01:15:36,0,3,雨浸山丘落平天，晴凌煽日岱云巅。,山东,否,https://i2.hdslb.com/bfs/face/e380d17a35463e68f8aaf4e5ae2f94a34fe44a08.jpg,0.04565153270959854,0.9543483853340149,人类撰写
191,0,290334306529,11333149,塔罗会の节制,6,男,草，这我要是老鼠，我不得吃飞起来,2026-02-18 08:52:55,0,8,消耗、下降、疲劳、损失、不安、不融洽、爱情的配合度不佳。在事业上，你陷入了朝令夕改的怪圈，不妨效仿一下愚人勇往直前，或许能够取得更大的成功。,上海,是,https://i1.hdslb.com/bfs/face/1b96eeaef420de7135b3a84f7d82acf7c2db22c5.webp,0.024276265874505043,0.9757236838340759,人类撰写
192,0,289783934385,650881183,LC_179,6,男,单哨兵能能否拿下捍卫者[箱庭少女之梦表情包_那很好了],2026-02-14 02:08:11,0,1,：））））））））））））,广东,是,https://i1.hdslb.com/bfs/face/11e0737364200990b69ef0b67a6bd8152fa5058b.webp,0.037932150065898895,0.9620678424835205,人类撰写
193,0,290046410833,3546866503387666,rice不能加s,3,保密,像这种人保险里的a大子弹带出来的比带进去的还多。,2026-02-16 02:21:13,0,1,,福建,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.012236906215548515,0.9877631068229675,人类撰写
194,0,289782552065,102624163,河狸谷电工,6,保密,不如进图白甲+裸配m249夺得世界冠军,2026-02-14 01:55:18,0,3,,重庆,是,https://i1.hdslb.com/bfs/face/be497af700475cf36555a00a6253634bab9f6089.jpg,0.0553259514272213,0.944674015045166,人类撰写
195,0,292167089360,1599729230,TRAVIISH,5,保密,吊叔这一手机瞄哨兵搞得不丑[无限暖暖_毛线汪汪],2026-02-15 06:01:52,0,3,,江西,否,https://i2.hdslb.com/bfs/face/7db8166f3e3f2766ceadd63ca4bd5e56656d43b0.jpg,0.029433224350214005,0.9705668091773987,人类撰写
196,0,289782085217,354044854,这是随遇安喵喵,6,保密,老狙:能分我一个甲修吗[颂乐人偶_眯眼笑],2026-02-14 01:49:50,0,2,一切皆有法 相逢即是缘,湖北,否,https://i1.hdslb.com/bfs/face/a1ddb14c30ca615a7a2956c392586be1fad5c362.jpg,0.045206137001514435,0.9547938704490662,人类撰写
197,0,291182004289,3546620396308965,行政楼-塞伊德,5,保密,实战发现敌人会死你不炸了吗[笑哭],2026-02-25 02:34:12,1,3,,山东,否,https://i0.hdslb.com/bfs/face/2d4411ab2c8f6845e9e0bcbf1222c93b5c56ae91.jpg,0.038253966718912125,0.961746096611023,人类撰写
198,0,293539532865,364132886,东东の摸鱼笺,5,保密,@啊-俞崽 哥，你瞅瞅这是啥？,2026-03-19 12:46:56,0,0,,天津,是,https://i2.hdslb.com/bfs/face/015cbf78e603a6012a7cdb403476da6a4a253581.jpg,0.04132833331823349,0.9586716294288635,人类撰写
199,0,293714411776,1359515031,月影nexus,5,男,我看视频是为了看乐子或者学技术的，不是来认清现实的，这我学集贸啊[大哭],2026-02-26 20:18:35,0,3,,浙江,否,https://i0.hdslb.com/bfs/face/cf6b920a95e967db9cf3be1f06bd50f3850dfea1.jpg,0.025186309590935707,0.97481369972229,人类撰写
200,0,292038628672,474840012,爱情能改变宿命,5,女,进群领取同款dma野人定制固件，不拉闸不死号,2026-02-14 07:10:38,0,2,我这个b，好懒，超神秘，什么东西都没留下 。~\(≧▽≦)/~,江西,是,https://i0.hdslb.com/bfs/face/835b01160fca899348f311227dfcb2e5aefe89d9.jpg,0.021735817193984985,0.9782642126083374,人类撰写
201,0,289783719809,3546618045402075,571工程师,4,保密,飞天狙:有火控吗，有甲修吗，有子弹吗,2026-02-14 02:06:34,0,4,真实自有万钧之力,江苏,否,https://i0.hdslb.com/bfs/face/a73d28373ca418f12245dba954d6b2d486372259.jpg,0.0363348163664341,0.9636651873588562,人类撰写
202,0,292075903280,3546655641045401,是泠代,4,保密,208大手子说是[星星眼],2026-02-14 12:15:28,3,5,,安徽,否,https://i2.hdslb.com/bfs/face/a6b39b9e50521edacb024faed9587600d03d8216.jpg,0.02625894546508789,0.9737410545349121,人类撰写
203,0,291619443505,3546729729231583,小鸟游白子呀,4,保密,我说白了，你这种人实战看见M1A4天不就塌了吗（别笑我看见我天也塌)[笑哭],2026-02-28 10:45:42,0,0,我是小鸟游白子，励志走过每一个Ba视频,广东,否,https://i1.hdslb.com/bfs/face/dd21efdf0ca00e08b83dbfbc1edd904a72c5b8be.jpg,0.010043319314718246,0.9899566769599915,人类撰写
204,0,290306945777,3493129934080372,进击的人类游乐场,5,保密,实战发现敌人被打倒后起不来傻眼了,2026-02-18 04:15:33,0,2,,山东,否,https://i1.hdslb.com/bfs/face/9596bdfe0949b6dbfc78b008e5ae0550a85b42a0.jpg,0.027461687102913857,0.9725383520126343,人类撰写
205,0,289848264593,498564457,纪大胆之阶段性圆梦版,6,保密,能分我个甲修吗（绯鞠音）,2026-02-14 11:27:23,0,5,"古生物学在读本科生
失之东隅，收之桑榆",山东,是,https://i1.hdslb.com/bfs/face/2fbbceabb1c49fda45725128db94161a618bce19.jpg,0.050748374313116074,0.949251651763916,人类撰写
206,0,292638122689,18921659,张有志FL,6,保密,这种一看就不是挂，各种操作都很丝滑，就是纯厉害。,2026-03-10 04:36:26,0,0,,湖北,是,https://i2.hdslb.com/bfs/face/ed4fb9ae2f1d6ffea7e62c616c8604d014870a50.jpg,0.015128056518733501,0.9848719239234924,人类撰写
207,0,289901189921,326752089,四枫守护,6,保密,弥补了克莱伯不能卸镜子和烧饼要充电的缺点,2026-02-14 21:15:45,0,2,,广东,是,https://i0.hdslb.com/bfs/face/2e3cb3a979cf662dedcdf9ffa8f759ba59404f77.jpg,0.021073417738080025,0.9789265990257263,人类撰写
208,0,292665975136,34357602,文文又芷芷,6,男,给我狙神分个甲修,2026-02-19 03:52:55,0,2,賬號已封禁,江苏,是,https://i0.hdslb.com/bfs/face/7633c792ebf0e48b6ca1189a0c40909c4e94ba82.webp,0.050652556121349335,0.9493474960327148,人类撰写
209,0,289783325473,73873257,我在熊前圣枪洗礼,6,男,前面忘了 后面忘了 apex猎杀者就是牛,2026-02-14 02:03:46,0,2,如果不是菜谁愿意混呢,四川,否,https://i0.hdslb.com/bfs/face/868c69be587b5cfb72c8f188d3ae342733fb7cc5.jpg,0.025889387354254723,0.9741106033325195,人类撰写
210,0,292884445681,393359052,荀令君狗货,5,男,"这么远机瞄看得见?
裸aw进去遇上6套?
处理器没给你卡子弹?
以上就是普通人这样玩的日常",2026-03-12 19:06:34,0,0,其实我是喜欢云云的，没办法，有人抢了我的名字，只好装一下老前辈。,湖北,否,http://i1.hdslb.com/bfs/face/0a9d22839351d9b5bff07e97bf64d798a0e84cd3.jpg,0.00939637515693903,0.9906036257743835,人类撰写
211,0,289793500257,23311658,Genshin玩机器,6,保密,改枪码发一下,2026-02-14 03:39:44,1,1,米也中别实践了，找到你想要的动态了吗,江西,否,https://i2.hdslb.com/bfs/face/6c80ccbf212f4d9c0cf9809f3ec5419a59481561.jpg,0.03280273452401161,0.9671972393989563,人类撰写
212,0,289820474449,89062780,南栀北寒-,6,保密,哎呦我 我看这世界冠军就得狠狠拷打 报菜名啊[滑稽][滑稽][滑稽],2026-02-14 07:31:43,0,3,https://space.bilibili.com/89062780,山东,否,https://i1.hdslb.com/bfs/face/14c924dc568bad453d085cb49076f965c4bb5272.jpg,0.06685034930706024,0.9331496953964233,人类撰写
213,0,292061339344,1611953646,斩风御刃,5,保密,拿208打这不犯规吗[吃瓜],2026-02-14 10:25:24,0,2,见过花开就好，何必在意花为谁开,山东,否,https://i0.hdslb.com/bfs/face/1e2c9e56ce2bb58dfef091008fdfdec2ea56ff30.jpg,0.02069849520921707,0.9793015718460083,人类撰写
214,0,292599561040,3546957389761002,鲜榨橙子味橙子汽水,3,保密,三角洲行动【SQH95FLF】我今天的货商【风衣】出价非洲之心，复制口令来一起发财！-02月18日,2026-02-18 12:10:35,0,1,没有事别找我,湖北,否,https://i0.hdslb.com/bfs/face/875048eb153d202b2a9ffd0336d217283d336a6b.jpg,0.43712809681892395,0.5628719329833984,人类撰写
215,0,292146721168,42431312,CerberToast,6,女,就这？我还以为是绿裤子奔跑到腐烂、蟹腿直播间、只吃核心区呢[怪我咯][怪我咯],2026-02-15 03:13:02,0,0,Labman 0721。,浙江,是,https://i2.hdslb.com/bfs/face/858469695da7dd4b713af06e8f8d688552291eee.jpg,0.06156955286860466,0.9384304285049438,人类撰写
216,0,289991599761,1458176959,煤煤爱玩三角洲,5,男,孩子们快跑大黄蜂来了[笑哭][笑哭],2026-02-15 13:05:24,0,2,我是个扇贝,内蒙古,否,https://i1.hdslb.com/bfs/face/2d36435e5c05afdd78406d523fceb2ac1087c305.jpg,0.05793137103319168,0.9420686364173889,人类撰写
217,0,292018218720,281262424,MarginTvT,6,男,这时候有人要说了，吊哥吊哥你的画面是怎么设置的呀，括弧，不是游戏内的设置,2026-02-14 04:21:36,0,1,,山东,否,https://i1.hdslb.com/bfs/face/3c8b67ab4fcac071ddfda81a0a3b9d7ef685fa2e.jpg,0.018752703443169594,0.9812473654747009,人类撰写
218,0,292027340160,170501912,两块屁股变四块,6,女,[FTJ_略略略][FTJ_略略略][FTJ_略略略],2026-02-14 05:32:29,0,1,难说,河南,是,https://i2.hdslb.com/bfs/face/114e31c44c3743ec6dc7d76cb48c9de65166092f.jpg,0.2671232521533966,0.732876718044281,人类撰写
219,0,293977449248,1871582839,不会剪辑の小白,5,男,那还说啥了兄弟，仓库看上什么东西直接拿吧[笑哭],2026-02-28 20:28:26,0,0,这个人很帅气，什么都写了,河北,否,https://i1.hdslb.com/bfs/face/d34938f574a22b281c8a73b3c1224701ad949aab.jpg,0.036752767860889435,0.9632472395896912,人类撰写
220,0,294267553248,1871251615,拾酒宴仙,5,保密,@Thris-,2026-03-03 05:04:06,1,0,喵,山东,否,https://i1.hdslb.com/bfs/face/4de6085755daf6d0666e8ebabf0b552d1924fcea.jpg,0.16931582987308502,0.8306841850280762,人类撰写
221,0,290294694753,616837286,叫我花总,5,保密,这玩的啥啊，这样吧，我带个红包指导你一局,2026-02-18 02:08:34,0,1,"第三季第三季第三季
愿你长寿 我的朋友
有推荐的音乐可以私信我哦
",上海,否,https://i2.hdslb.com/bfs/face/d9ab498dde39e9712e7528e506b55a07e3c3360b.jpg,0.027734659612178802,0.9722653031349182,人类撰写
222,0,292196124096,525845689,火锅位忌鈀,5,男,真神了，一位是裸枪俄罗斯娜娜现在多了一位裸枪疯医,2026-02-15 10:15:55,0,2,Fearless,福建,否,https://i1.hdslb.com/bfs/face/13fcc4d56ada79a1b02c4380aba96bea947be19c.jpg,0.017337238416075706,0.9826627969741821,人类撰写
223,0,290364580513,3546612712344197,嘿-炜,4,保密,简介还有感谢威龙这个天使投资人[笑哭],2026-02-18 13:16:21,0,1,,广东,否,https://i2.hdslb.com/bfs/face/e2aee61b7438737af1d5e1c46af27aea42396a11.jpg,0.035316549241542816,0.9646835327148438,人类撰写
224,0,291736961777,11754767,七十码的顺风,6,男,最后那个闸，谁拉的呀？,2026-03-01 10:00:46,1,0,该账号封禁中  ⓘ,福建,是,https://i2.hdslb.com/bfs/face/384ca7dc87dfbbf5bfdd76eacc459967e7384d1d.jpg,0.060370467603206635,0.9396294951438904,人类撰写
225,0,291610726097,477600276,Rosy_Blue,6,女,勉强有我百分之一的瞄准水平了,2026-02-28 09:34:37,0,2,,甘肃,否,https://i0.hdslb.com/bfs/face/d6e7189814f1deaa0be4bc68c7e7cd05c42ec645.jpg,0.04003572836518288,0.9599642157554626,人类撰写
226,0,293519896832,3546657956300829,常发财身体好,3,保密,这种实战遇到打不死的天塌了。[笑哭],2026-02-25 11:02:37,0,0,,黑龙江,否,https://i0.hdslb.com/bfs/face/e6305cd76b956d61b9597470626aef717847b2b3.jpg,0.020725803449749947,0.9792742133140564,人类撰写
227,0,292021977024,505276526,Yszokk12,6,保密,迟早有单吞天包进图同时15杀做完勇敢者和失去联系的[笑哭],2026-02-14 04:50:29,0,1,我焯,安徽,否,https://i2.hdslb.com/bfs/face/8792b84861e07ef4620439e6e2f2b1e2e5ab01f4.jpg,0.0175583828240633,0.9824416041374207,人类撰写
228,0,290315450337,1160272577,half--dead,5,保密,说真的，我要是一开始那个龙我就让队友二合一丢包了,2026-02-18 05:35:12,0,1,,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.020400334149599075,0.9795997142791748,人类撰写
229,0,292209034241,1052292263,韦贝尔三世Official,6,保密,看标题还以为是魄狙哥呢[doge],2026-03-05 18:47:49,0,0,quis contra nos?,广东,否,https://i2.hdslb.com/bfs/face/e8969847e39186c0c81564d53d1ac620e5ce5e50.jpg,0.021776312962174416,0.9782237410545349,人类撰写
230,0,292120542880,362545411,卡密-official,6,男,亨利.马提尼步枪⭐100,2026-02-14 18:59:39,0,3,叹《黍离》之愍周兮，悲《麦秀》于殷墟。,江苏,是,https://i1.hdslb.com/bfs/face/e4693d9046d03a5ca2cb7a0da2f4b8926c9d6689.jpg,0.04634220153093338,0.953657865524292,人类撰写
231,0,290010513921,388151866,C2Abm,6,男,@ANDUIN- 明明都是Apex转洲，你咋就做不到,2026-02-15 15:29:45,1,0,不知道哪里惹到你了还是说你只是单纯的不想和我交朋友，无所谓啦，但我觉得咱们关系不该这样,上海,是,https://i1.hdslb.com/bfs/face/44476121c2809553af95117f6da558bd7ae1e7fc.jpg,0.0388924814760685,0.9611075520515442,人类撰写
232,0,292068537248,589632902,丠の初,6,保密,能分个红修吗[Mygo表情包_Love],2026-02-14 11:19:38,0,1,,浙江,是,https://i2.hdslb.com/bfs/face/d7b112d1a868d53dac5ab573826fa21ffb46f6b0.jpg,0.10499762743711472,0.8950023055076599,人类撰写
233,0,292318605456,1365203733,璋-_-,4,男,开局一杆枪，装备全靠杀[doge],2026-02-16 08:16:08,0,3,"点击输入文本
",北京,否,https://i0.hdslb.com/bfs/face/3200df8c08f5d8ed09f90ed93411d406cd7fea02.jpg,0.35798925161361694,0.6420107483863831,人类撰写
234,0,292198902864,3493122740848904,杰克逊布特,4,保密,别人拿狙破点当副武器，他拿狙当主武器,2026-02-15 10:37:32,0,2,,安徽,否,https://i2.hdslb.com/bfs/face/e0404aaaacc7c592786669e676278c7698c1df8b.jpg,0.03999095410108566,0.9600090384483337,人类撰写
235,0,292120101920,515179813,今天就是三月七,5,保密,说白了被这枪打死我举报早摁烂了,2026-02-14 18:47:38,0,1,,湖南,是,https://i1.hdslb.com/bfs/face/c84710e9cfa6bb03b5c5c9438cff369ee98fa6b7.jpg,0.024586303159594536,0.9754137396812439,人类撰写
236,0,292254355952,2082232924,简杜不简单,5,男,666玩到208了[doge],2026-02-15 18:27:29,0,1,,河北,否,https://i1.hdslb.com/bfs/face/fffddd113ffa320eda3dcee7710b48270f19b79b.webp,0.05595936253666878,0.9440405964851379,人类撰写
237,0,289981371905,23240678,玄学桑,6,男,不如滋滋蹦看着带劲,2026-02-15 11:46:12,0,3,个人blog：blog.lumi.fo 分享一些高清原版大图,河北,否,https://i2.hdslb.com/bfs/face/d00578813d0bc3756cdd04ac773abaaf8cb77960.jpg,0.04836922138929367,0.9516307711601257,人类撰写
238,0,292258012400,3461572538140738,ー块金砖,5,保密,是不是感觉有好多把a大没拿 [热词系列_知识增加],2026-02-15 19:53:10,0,0,即使已经过去3年，仍是Metro Royale里最值钱的变卖物,广东,否,https://i1.hdslb.com/bfs/face/4fbf2a75c26a14300551d4ff0b99d21128e8ddd3.jpg,0.02599649503827095,0.9740034937858582,人类撰写
239,0,292256636240,361068530,凡语皆妄言,4,男,我行我也上[笑哭],2026-02-15 19:20:49,0,3,智慧是可能性。,山东,否,https://i2.hdslb.com/bfs/face/94543d9802fa48172560f12797c97fa5dcd11315.jpg,0.07887566834688187,0.921124279499054,人类撰写
240,0,296048104032,1245747020,桂林郡人,5,保密,@一六姬,2026-03-20 01:34:47,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/ff0bd6199e71397094d636195c4d739c77c0f0cf.jpg,0.05269281193614006,0.9473072290420532,人类撰写
241,0,291135782625,3546881382680837,我是12345682,3,保密,UP主会接暗号吗？,2026-02-24 13:59:46,1,1,,广东,是,https://i2.hdslb.com/bfs/face/3e164467fc930851c4ce8b87f8510f6abaf53e15.jpg,0.16916781663894653,0.8308322429656982,人类撰写
242,0,291147391457,2023377951,可圈可点CirclePoint,5,保密,我还以为全程都是没头没甲呢,2026-02-24 15:31:37,0,0,未来有你,广东,否,https://i0.hdslb.com/bfs/face/87347d52f21f69154f1090b861a7c8d50d30c2ce.jpg,0.03379029780626297,0.9662096500396729,人类撰写
243,0,290206897825,2116895775,糯米僵尸,5,保密,实战发现人会往准心上跑天塌了[笑哭],2026-02-17 06:45:27,0,5,,山东,否,https://i0.hdslb.com/bfs/face/b5bd2e28589e123a2f55ca0372ef505e3be99703.jpg,0.02314869314432144,0.9768512845039368,人类撰写
244,0,290002686529,6751363,弹幕超人··,6,保密,那个威龙喷进来被一枪做掉后 不知道脑子里在想什么[辣眼睛],2026-02-15 14:28:21,0,0,,江苏,是,https://i1.hdslb.com/bfs/face/9e99eb4c2f7a658f0b03383abbcf60a6fb32b43b.jpg,0.02031233347952366,0.9796876907348633,人类撰写
245,0,290856773729,3546571333437891,海音灬冷光11,3,保密,不是为啥35颗子弹能叠一起，不是只能放20颗一格吗,2026-02-22 10:43:08,0,1,,江西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.02325970120728016,0.976740300655365,人类撰写
246,0,289801387553,393972773,小猫一刀,6,保密,传下去，CNAPEX世界冠军准备转项目了,2026-02-14 04:43:59,0,1,总要去远方,四川,否,https://i2.hdslb.com/bfs/face/1b56282c10174b28cd9562aa878c0d296e6c8dc3.jpg,0.017519567161798477,0.9824804663658142,人类撰写
247,0,292104051136,351116492,崩坏的理想之城,6,女,这个和悠一那个哪个难度高,2026-02-14 15:44:49,0,2,,未知,是,https://i2.hdslb.com/bfs/face/354ce1a830916defae8d95a69c08535bedd0bd0e.webp,0.026257850229740143,0.9737421870231628,人类撰写
248,0,289822492993,583466,ColdCatmole,6,保密,@黑月奏 @ハナAkira @MmAimer @ByakuranQwQ @山里那头来的蓝精灵 带一下,2026-02-14 07:50:06,1,1,搏至无憾。,广西,否,https://i2.hdslb.com/bfs/face/21e71ab24e107eddf37f88f652d6e95b9e25ef53.jpg,0.09227388352155685,0.9077260494232178,人类撰写
249,0,289897735601,1752719461,焱霖不开心,5,保密,中间8：22时是有个鼠拉了个极限闸吧（地图时间11：02）,2026-02-14 19:08:15,0,0,,福建,否,https://i1.hdslb.com/bfs/face/05a5fdc2812417629ea578f6e83fdc8447de8e0e.jpg,0.0764319896697998,0.923568069934845,人类撰写
250,0,289779404849,143990587,猛猛的黄,6,保密,这就是作弊武器和高手的结合吗，恐怖如斯,2026-02-14 01:19:41,0,0,,江西,是,https://i1.hdslb.com/bfs/face/8a2d5aa8d03320229591b9d7d746b35311b45496.jpg,0.024875521659851074,0.9751244783401489,人类撰写
251,0,290156610737,356843582,最强の天翼种吉普莉尔,5,保密,這樣喵，咱倆一起玩喵，你打架就好喵，我就跟在你後面開房卡喵[七濑胡桃_我超可爱],2026-02-16 17:44:50,0,0,这里是萌神逸酱，请多关照～,四川,否,https://i2.hdslb.com/bfs/face/5befb575db07f6eb306f910ba50378486a2eddbf.jpg,0.04192656651139259,0.9580733776092529,人类撰写
252,0,289779057313,158381557,牧马城市的呓语,6,男,单三玩的比狙神好，你怎么不带狙神打职业啊[傲娇],2026-02-14 01:15:37,0,0,万事胜意,湖南,是,https://i1.hdslb.com/bfs/face/5fb35781363ca5f7a4ee204b85510fa2bec14383.jpg,0.024715980514883995,0.9752840399742126,人类撰写
